id,affiliation_name
10.82742784/v3v7f94,"Wenzhou University School of Mechanical and Electrical Engineering, , Wenzhou 325035 ,"
10.34858359/z5q8e41,"Huazhong University of Science and Technology School of Mechanical Science and Engineering, , Wuhan 430074 ,"
10.6986863/b8j6c07,Luxembourg Institute of Science and Technology
10.16687676/f0a4g20,Central South University of Forestry and Technology
10.16860821/j4d2s28,European Center for Theoretical Studies in Nuclear Physics and Related Areas (ECT*) and Fondazione Bruno Kessler Strada delle
10.64047464/d6y5t29,Max-Planck-Institute for Solid State Research
10.36564331/o2t1i18,Max-Planck-Institute for Chemical Physics of Solids
10.783051/o1n7m50,Physikalisch–Technische Bundesanstalt
10.19338536/q2w7y87,NOVA University Lisbon
10.6800640/m4a3i92,Istituto di Struttura della Materia
10.22562421/m9f4m05,Institute of Space and Astronautical Science (ISAS)
10.42682663/z6z3m92,Japan Aerospace Exploration Agency (JAXA)
10.65640377/o4z6t65,Elettra - Sincrotrone Trieste S.C.p.A.
10.12966048/g3r7u50,CNR-IAC
10.45856546/x9i7l12,Samsung Electronics
10.52917396/c6p6m59,"Agency for Science, Technology & Research (A*STAR)"
10.38659975/n5e5m51,Korea Institute of Science and Technology
10.27697940/u6x8l67,"CEA, DAM, DIF"
10.8619214/w2l0d02,Dipartimento di Fisica dell’Università di Pisa
10.87043716/d9s5t65,Physics Department E. Pancini–Università degli Studi di Napoli Federico II
10.29464815/e5m8y64,China Academy of Engineering Physics
10.57340793/n6b8j35,CELIA
10.95856566/n5i6u30,Laboratoire National des Champs Magnétiques Intenses
10.76799563/i9x7k59,CP3-Origins
10.75579784/g3m8x55,SISSA—International School for Advanced Studies
10.69400291/v2w4t13,Instituto de Física de Buenos Aires (IFIBA)
10.39024289/j2d8n12,CITEDEF
10.22438725/x5w1w13,University of Bridgeport
10.6299361/n8y4j82,RPTU Kaiserslautern
10.91877838/y5m4d94,S. N. Bose National Center for Basic Sciences
10.29584473/d3j6n03,Max Planck Institute for Plasma Physics
10.29715805/m3r6a25,Technion-Israel Institute of Technology
10.3683342/b2q9h86,Shanghai Institute of Microsystem and Information Technology
10.12324574/v7q6c14,Friedrich-Schiller University Jena
10.92466637/f4b9c94,Fraunhofer Institute for Applied Optics and Precision Engineering
10.22354392/z6x3i42,Ens de Lyon
10.29448108/y2h9g85,United States Military Academy
10.90953339/t9j5d60,RIKEN Wakoshi
10.58766253/a9i8f45,Center for Quantum Computing
10.13103205/d6s2l80,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute)
10.60217062/t6y1e72,Potsdam Institute for Climate Impact Research
10.53027120/r6p9j97,HSBC
10.32358957/p3q7u87,Spallation Neutron Source
10.87287007/u0o7o37,Instituto de Nanociencia y Materiales de Aragón
10.19661352/l7i2z03,Institut Fresnel
10.15335602/z9i8t42,Australian Nuclear Science and Technology Organisation
10.86027419/i0f6l99,TU Bergakademie Freiberg
10.26064305/p3k7x78,Università della Campania “Luigi Vanvitelli”
10.52573551/g8d1j38,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli, Napoli"
10.83781313/b7a8h81,"Instituto de Estructura de la Materia, Consejo Superior de Investigaciones Científicas"
10.28748887/g7j0o05,ENSICAEN
10.23882498/s0m1x84,LPC Caen
10.81962022/n1j4b71,Grand Accélérateur National d'Ions Lourds
10.30905983/v4n6b46,Karadeniz Teknik Universitesi
10.76704593/s3o6t79,Recep Tayyip Erdogan University
10.42728985/t3y4n99,Instituto de Pesquisas Energeticas e Nucleares IPEN/CNEN
10.53370311/q9s7s91,"Instituto de Fisica, Universidade de São Paulo"
10.44882648/b7t3x83,Institutul National de Cercetare-Dezvoltare Pentru Fizica si Inginerie Nucleara Horia Hulubei
10.82473731/r9y5h29,Centro Universitario FEI
10.73526841/j5r4y72,L N Gumilyov Eurasian National University
10.96637140/z1z7h93,Institute of Nuclear Physics
10.16726974/e3p5w76,Augsburg University
10.80338477/x9x3b68,Centrale Marseille
10.88777290/v9q2m69,U.S. Army Combat Capabilities Development Command Army Research Laboratory
10.37504113/x8v6e21,Univerzita Mateja Bela
10.57491960/j1e8a89,Instituto de Física Rosario (CONICET-UNR)
10.9064432/k8z6l90,UNR
10.94322463/x0a9v97,Winnipeg Institute for Theoretical Physics
10.4140138/b1m5f33,"University of Jyväskylä, FI-40014 Jyväskylä"
10.4785835/s5z9o00,"Università degli Studi della Campania “Luigi Vanvitelli,”"
10.38960439/f3j5g42,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli"
10.40668396/i3v2n41,Nishina Center for Accelerator-Based Science
10.83745977/r7h5a37,Radboud University
10.31867909/b2s5l68,Applied Research Associates
10.19639179/b9v2t18,GSI Helmholtz Zentrum für Schwerionenforschung GmbH
10.98746944/d8f4t19,Comenius University in Bratislava
10.12756591/i8i6j49,Beijing Academy of Science and Technology
10.53227428/w7e5s88,National University of Uzbekistan
10.8375697/i9o9x33,Sezione di Genova
10.51037484/u6y0t16,Laboratori Nazionali del Gran Sasso (LNGS)
10.69766719/e8k2d66,Università degli Studi di Napoli “Federico II”
10.34729017/x6g9z05,Università degli Studi di Genova
10.58089701/h4c7g76,Institute for Nuclear Research (HUN-REN ATOMKI)
10.60758266/w4j2a39,Osservatorio Astronomico d'Abruzzo
10.16933430/q9e3o78,National Natural Science Foundation of China
10.46664219/h0t9k07,Horia Hulubei National Institute for Physics and Nuclear Engineering
10.60419702/g8h4o39,University Politehnica of Bucharest
10.48678510/v5h3m82,Université Constantine 1
10.82626109/w8o6f01,Daresbury
10.36695073/v8p8l53,Shanghai Institute of Applied Physics
10.83507752/i0a3f52,Yildiz Technical University
10.87600353/r1x1j31,IP2I Lyon
10.21602162/c9p8n23,NTT Computer and Data Science Laboratories
10.61610397/t0a1z14,University of Texas
10.77576592/q7i3m08,Torino Section of INFN
10.15726533/x6i5l35,A.I. Alikhanyan National Science Laboratory
10.13951976/n0f5x62,University of Electronic Sciences and Technology of China
10.43604654/u6d0z31,Meiji University
10.8368084/w1i2l66,Ibaraki University
10.36604839/p5h3y23,China Academy of Engineering Physics
10.20943918/p6y9l23,ASML
10.12065923/d2u2o55,ISTEQ B.V.
10.13561728/x9g8t43,Max Planck Institute for Gravitational Physics (Albert Einstein Institute) Am Mühlenberg 1
10.12248912/l6q5b05,Institut de Fisica d’Altes Energies (IFAE)
10.36199709/n3a7n66,"Institute of Mathematics, Physics and Mechanics"
10.13268237/k4d2n25,Nanocenter
10.88137073/z1z8d29,Center for Biomolecular Nanotechnologies
10.51529188/e0u1d63,Sakarya University
10.74555505/j0g5l72,Center for High Pressure Science and Technology Advanced Research
10.52781823/q8s1i13,Universitat de Valencia
10.82898712/h3l9z17,ISIS facility
10.17538542/z5s2r27,Ciência e Tecnologia do Piauí
10.10147688/x7a5o65,IBM Research – Zurich
10.5263323/k1j8g53,University of Warwick
10.89204945/z5q4b34,Guangdong Technion – Israel Institute of Technology
10.51664665/o7h6e87,Instituto Federal de Educação
10.48108073/d0r2g88,"Department of Physics, Clarendon Laboratory, University of Oxford"
10.37693279/b7i5e90,Universita di Padova
10.26264084/j6z2q33,State Key Laboratory of Optoelectronic Materials and Technologies
10.33116250/t7s8h17,CONICET.
10.20373345/o8z4b94,Univ. Nac. Salta
10.92013333/l4g4r62,J-PARC center
10.14875056/j5p8j77,Universität Göttingen
10.31014243/g4a5i12,Kathmandu University
10.66580828/y2g6n53,CNRS/Université de Strasbourg
10.26773895/j0m6s17,Université de Toulouse
10.35878109/k1h3o81,UPS
10.33623629/c7d7k87,ICGM
10.39155328/h1p3z71,Leibniz IFW Dresden
10.43534554/q3q2z57,Institut d'Electronique et des Systèmes
10.70510689/g0x4w40,Johannes Gutenberg-University Mainz
10.69920430/u7o8k70,V. Lashkaryov Institute of Semiconductor Physics
10.57073949/k6o6c34,National Academy of Science
10.87645862/t5o1d32,Leibniz-Institut für Festkörper- und Werkstoffforschung
10.88913981/r8z5b92,CNR-IAC
10.89549882/x7u2u14,Institute of Atomic and Molecular Sciences
10.77746502/o1b9f51,The Graduate University for Advanced Studies
10.96726195/z1n3l84,State Key Laboratory of Low Dimensional Quantum Physics
10.97781074/d6h8d29,CNR Nanotec - Institute of Nanotechnology
10.99093777/d1o0l71,NEC Laboratories Europe GmbH
10.51386750/g0m3r81,Consejo Superior de Investigaciones Científicas
10.41156103/e2f1s51,Universidad Autónoma de Sinaloa
10.56751371/h3m3u46,Swedish Institute of Space Physics
10.18470034/g9w8l19,Swedish Defence Research Agency
10.38340105/v4i8i95,RIKEN
10.62549722/r6f8d98,ICN2—Catalan Institute of Nanoscience and Nanotechnology
10.22179789/t1m8w49,ICREA—Institució Catalana de Recerca i Estudis Avançats
10.43960153/n5c1g64,Computational Science Research Center
10.54673541/w5r2f00,Tiangong University
10.55696221/v8z9u84,Binghamton University–SUNY
10.26902152/p8t4k46,Ikerbasque Foundation
10.33987009/j4v5q09,Carnegie Mellon University in Qatar
10.39543852/k5j8r52,Institut Laue-Langevin (ILL)
10.75331068/z7g0h67,Korea Institute of Science and Technology (KIST)
10.40841252/o6i5n57,Institute of High Energy Physics
10.70798954/n9e8w77,Eawag
10.59803041/y9p3o13,Università di Ferrara e INFN
10.73457673/g9l7a49,Instituto de Biocomputación y Física de Sistemas Complejos (BIFI)
10.35261135/k6l9k35,U. de Extremadura
10.66097018/i8n3z84,Fundación ARAID
10.63579496/x8r2j64,Università degli studi di Siena
10.93708687/n7t0i41,U. de Zaragoza
10.99142338/p6w0v35,Università di Ferrara
10.73416850/z6l1z86,INFN Sezione di Ferrara
10.46467730/m2l1r87,The University of Auckland
10.83703818/s6s2t07,Physikalisches Institut der Universität Heidelberg
10.81154509/y7z7d89,Perm State University
10.62055568/p3l8d80,Institute of Mathematical Sciences
10.67740776/a2l4e69,Beijing Institute of Mathematical Sciences and Applications
10.91854226/i7s8x04,Hefei National Research Center for Physical Sciences at the Microscale
10.6941518/s9m9t10,HUN-REN Wigner RCP
10.19407119/o5l3a75,University of Rome “La Sapienza
10.65747431/k9w6h18,Centro de Fisica de Materiales
10.39293312/g4p9w10,Henan Polytechnic University
10.31808583/z9u2g05,BARC
10.52891229/w9k2z81,ENS Paris-Saclay
10.46231153/r5e2n79,CEA
10.96296993/c7b5n60,Universitá degli Studi di Palermo
10.17695173/e8h7s23,I.N.F.N. Sezione di Catania
10.22999532/r5v5r88,"Institute for Condensed Matter Physics, National Academy of Sciences of Ukraine"
10.45543296/h6f9n95,Ivan Franko National University of L'viv
10.47265424/e5b8n36,Indian Institute of Technology
10.53056487/s0w4e72,Toyota Physical and Chemical Research Institute
10.85381380/s3a7q57,Université Bordeaux
10.25977345/m5s9b97,Universität Zurich
10.59532625/y2e2c14,Korea Research Institute of Standards and Science
10.80954903/v1a6m89,Laboratoire CRISMAT
10.69622042/h9x5e29,NYU Shanghai
10.27155786/j6s8r93,Guangdong Technion - Israel Institute of Technology
10.1545092/u3p3i09,The University of Campinas
10.17262450/z3u8m97,"College Park, Maryland"
10.60655134/x1b9z34,Persian Gulf University
10.40417857/o4c6u11,Quantum Science Center of Guangdong-Hongkong-Macao Greater Bay Area (Guangdong)
10.98981649/v1y6w18,ECyT-ICIFI Universidad Nacional de San Martín
10.3275569/s8x8h88,Istituto Nanoscienze
10.21190767/i4k7n52,CNR
10.86674399/g0r5h29,Instituto de Nanociencia y Nanotecnología CONICET-CNEA
10.213116/g6a7y57,Hampton University
10.79066751/g6b6p99,Virginia Military Institute
10.98011261/l0k6w10,Nuclear Physics Institute
10.34895292/o6x6c08,"Istituto Nazionale di Fisica Nucleare, Sezione di Roma"
10.66807749/m0a7e18,Instituto Superiore di Sanità
10.73941885/b3v6y76,Christopher Newport University
10.72935648/s2y2h90,Universidad Ana G. Méndez
10.11133902/w4s2o06,Bhabha Atomic Research Centre (BARC)
10.69633042/k6c2k54,Mudanjiang Medical University
10.68944575/k8n7q65,Karazin Kharkiv National University
10.90781947/p2q8v63,KIPT
10.33242748/o8t3o61,Universität München
10.1603571/h8e5a29,Institute of Solid State Physics
10.65429015/n2w4e44,Centre de Recherches sur la Cognition Animale
10.94493998/a0k4o86,Institut für Theoretische Physik
10.33096205/o9w6x52,State Key Laboratory of High Field Laser Physics
10.639720/u9e2r40,Shanghai Institute of Optics and Fine Mechanics (SIOM)
10.32352475/c3q7u10,Hefei National Research Center for Physical Sciences
10.13815993/a6m4h02,University of Texas at Dallas
10.82730786/l4t1r69,Southwest Research Institute
10.67151208/e7n2c01,Télécom Paris-LTCI
10.62413358/j2g5w09,Max Planck Institute for Multidisciplinary Sciences
10.8211521/x0z1i98,IIT(ISM) Dhanbad
10.83352746/z3l1o06,National Center for Supercomputing Applications
10.52360527/m3o3s81,Istituto per le Applicazioni del Calcolo del Consiglio Nazionale delle Ricerche
10.89659534/x9p1w67,Sapienza Università di Roma Piazzale A. Moro 2
10.12646406/s6i6f44,UBICS University of Barcelona Institute of Complex Systems
10.60968149/r4q5m53,LENS
10.6299162/q8y1i55,MTU Aero Engines (Germany)
10.90039321/o8f2f69,Cenaero (Belgium)
10.40684145/x1a6q24,Safran (Belgium)
10.70619361/t0l7e36,Rolls-Royce (United Kingdom)
10.69666808/u1b6g52,"Wuhan University of Technology School of Naval Architecture, Ocean and Energy Power Engineering, , Wuhan 430063 , China"
10.8482925/n0l0r65,"Wuhan University of Technology School of Naval Architecture, Ocean and Energy Power Engineering, , Wuhan 430063 , China ;"
10.76720428/j6u5c37,"University of Waterloo Department of Mechanical and Mechatronics Engineering, , , ,"
10.11945149/q0w7u49,"China Jiliang University College of Sciences, , Hangzhou 310018 ,"
10.59371702/t1q6e59,"Eastern Institute of Technology, Ningbo Eastern Institute for Advanced Study, , Ningbo 315200 , ; Ningbo Institute of Digital Twin, , Ningbo 315200 ,"
10.44198662/s9l9w10,"Chongqing University State Key Laboratory of Mechanical Transmission for Advanced Equipment, , Chongqing 400044 ,"
10.17197436/m1d4r14,KTH-Royal Institute of Technology
10.11547146/l2w2k09,Indian Institute of Technology
10.5022563/j7b8a63,Barcelona Institute of Science and Technology
10.82203446/i6x1g39,"Istituto Nazionale di Fisica Nucleare, sezione di Roma"
10.89631655/n3q1p90,Department of Theoretical Physics and Gravitational Wave Science Center
10.4075375/t5g7t78,Catalan Institution for Research and Advanced Studies (ICREA)
10.65844372/s7m7i61,Rudjer Bošković Institute
10.32169102/g7r2q47,Universita’ di Roma La Sapienza
10.432004/m0g9y34,Wigner Research Center for Physics
10.66579339/u3n5i46,Leibniz-Institut für Astrophysik Potsdam
10.69611018/e2e7u47,University of Genova
10.94727610/l6k9a17,U.S. Naval Observatory
10.50554212/p6y4w65,"Istituto Nazionale di Fisica Nucleare (INFN), Sezione di Cagliari"
10.58733453/i6e7g38,IN2P3
10.72062391/h9s8g26,IPHC
10.73041016/z7i8c00,Horia Hulubei National Institute of Physics and Nuclear Engineering–IFIN HH
10.85719001/d4n3f85,University of Science
10.85671696/f9k0t14,Vietnam National University
10.57501002/c2g6l81,N.C.S.R. Demokritos
10.74947967/o5o8f22,Institut de Radioprotection et de Sûreté Nucléaire (IRSN)
10.83571203/p4v3a33,Honda
10.17993883/t7t1x84,The Hebrew University
10.95422771/b9h3i55,University Rey Juan Carlos
10.35418267/r4e0p75,Chosun University
10.56634721/b3m8x37,Obihiro University of Agriculture and Veterinary Medicine
10.47483922/n1t8m70,PMMH-ESPCI
10.47138260/e9s3p89,Helmholtz Institute Erlangen-Nürnberg
10.12834650/g1z3s70,Joint Institute for High Temperatures
10.53293251/t8n6f71,Exzellenzcluster ORIGINS
10.9459651/v9v6u95,University of Duesseldorf
10.96019372/c9c7f30,Universidade Federal de Lavras
10.22396129/s5w4w57,Universidade Federal de Alfenas
10.30083840/f3o6f50,Federal Rural University of Pernambuco
10.57339095/i3f1p12,Leibniz-Institut of Polymer Research
10.73473377/u7f9r40,Institute of Physics Polish Academy of Sciences
10.32308222/g4p2c05,I.M. Sechenov First Moscow State Medical University
10.44815881/v2l6q14,Kursk State University
10.84247385/x8m9e97,CONAHCYT
10.15226269/c8q3z78,Instituto Potosino de Investigación Científica y Tecnológica
10.80478171/z1m5a04,IPICYT
10.90733093/j6f0d64,Universidad Nacional de Cuyo
10.13806814/s1e8n19,K.N. Toosi University of Technology
10.238992/t4g3c71,(Ningbo University)
10.91056200/y3t8f86,Instituto Politécnico de Lisboa
10.33273245/x6e4s95,SUNY-ESF
10.72064474/h4c6e41,Seoul National University
10.49600908/j4w9n65,Isaac Newton Institute of Mathematical Science
10.8125383/m7y4c76,Indian Institute of Science Education and Research Berhampur
10.79993528/n2i0w91,Laboratoire Ondes et Milieux Complexes
10.69152762/i9d5n23,Université le Havre Normandie
10.26033740/q5d3r91,USRA
10.67631835/i5k4k31,University Paris-Saclay
10.4023741/o1v7a87,ARC Centre of Excellence in Future Low-Energy Electronics Technologies
10.59263631/s5w2x75,Williams College
10.98809418/e9w3z00,Chatham University
10.3347193/s5z0l84,Saint Kliment Ohridski University of Sofia
10.46071070/a4q9a71,ICAR
10.3008892/b5s2j19,00160 Helsinki
10.13861020/l9x7j17,Ramakrishna Mission Vidyamandira
10.97380956/d5o7s04,Universidade Federal do Paraná
10.87272912/j3k7c94,Center for Astrophysics | Harvard and Smithsonian
10.41634459/b0q1z26,Harvard-MIT Center for Ultracold Atoms
10.97506446/k3j8g70,Palacký University in Olomouc
10.56543385/z2g5o45,Institute of Physics of the Academy of Sciences of the Czech Republic
10.83859794/d8g5r47,University of Nebraska at Kearney
10.58607573/z5l9l60,Federal University of Goiás
10.91880073/r4e5f66,National Institute of Information and Communications Technology
10.92614132/r5f2e76,Inner Mongolia University of Science and Technology
10.86647258/k7d6i23,Universitá di Bologna
10.2432624/w8m3n77,Xi'an Technological University
10.51596933/o7u7g30,The Hamburg Center for Ultrafast Imaging
10.22255493/r7d8n37,"New York University, Abu Dhabi"
10.26472556/v0s3h98,Meiji Gakuin University
10.68210806/g4o9s83,Center for Quantum Technologies
10.6111303/d0y0f16,ELI Beamlines
10.52429171/x5g1g56,Kansai Photon Science Institute
10.45375149/g8y6r66,Universidades do Minho
10.35559845/k7z0u29,Korea Institute of Science and Technology
10.61795519/j4p8n68,Kyung Hee University
10.96656176/d3p9o92,Maharaja Sayajirao University of Baroda
10.62208403/k1i8l51,Anhui Jianzhu University
10.74823955/x3k7b51,Leibniz Universitat Hannover
10.85551185/x4j9u04,Michigan Technological University
10.89645440/s1g6d92,Max-Born-Institut
10.98707777/r8b7h93,Universidade Estadual de Maringá
10.9602795/j8l4s00,Hubei University of Science and Technology
10.21475057/p0a6l09,Materials Physics Center
10.46177530/n7m7t36,Saint-Petersburg State University
10.83999237/h3h7i18,Nanchang Hangkong University
10.2788156/d0o8c58,Comisión de Investigaciones Científicas (CIC)
10.27912604/l6d7v53,Luxembourg Institute of Science & Technology
10.57403552/a8w3b58,TotalEnergies
10.99561574/u6y3x91,"Institute of Physics, University of São Paulo"
10.27030481/f5f3x55,Instituto de Investigaciones en Energía No Convencional - INENCO (UNSa - CONICET)
10.3288284/o7c4r35,Institute for Astronomy and Space Physics
10.63257660/b3u3b99,Dipartimento di Fisica e Astronomia
10.78232874/j3z8e55,Institute for Microelectronics and Microsystems
10.96238812/w1b9v22,Helmholtz-Zentrum Berlin für Materialien und Energie GmbH
10.48551501/q6n9a08,Brescia University
10.90316942/s9f0f82,European Laboratory for Nonlinear Spectroscopy
10.1249259/j1y5h17,"Institute of Electronic Structure and Laser, FORTH"
10.10244597/v1h0x60,European Laboratory for Non-Linear Spectroscopy (LENS)
10.51698732/u0y5w64,İzmir University of Economics
10.78877568/p4t6e72,Farmingdale State College
10.32367538/r1d9u33,Universität Rostock
10.82589818/g5w7i14,University Leipzig
10.45042662/e6h7l41,"CEA, Grenoble"
10.17222638/v2i7z22,Collaborative Innovation Centre of Advanced Microstructures
10.51301542/e2j1g55,Universidad Nacional Mayor de San Marcos
10.95955513/r7k9d02,Comisión Nacional de Energía Atómica
10.56103891/e6w8w90,Universidad Nacional de Cuyo (UNCUYO)
10.27705905/h7s2i76,Institute of Fluid Physics
10.70807526/a5o1i39,Fujian Cancer Hospital
10.62664442/e2e2o99,CUNY Graduate Center
10.9387940/w9o2c01,Institut za fiziku
10.9127577/a9v1a00,Tohoku University
10.89021158/d9h9a55,Institute of Computational Modelling SB RAS
10.27279827/m3j9x96,Institute for Nuclear Research and Nuclear Energy
10.79823121/j0j4d64,LP2i Bordeaux
10.66400259/k6z7b35,Quantum Science Center of Guangdong-Hongkong-Macao Greater Bay Area
10.34869958/b4l8m98,Quantum Science Center of Guangdong-Hong Kong-Macao Greater Bay Area
10.42619759/j3s8r02,Universität Giessen
10.14848428/x5k9e69,Goethe-University Frankfurt a. M.
10.14553069/g6c0y85,Ohio Univeristy
10.13462452/m7o7w15,Fitchburg State University
10.72391676/e7i7q84,SRM Institute of Science and Technology
10.36567920/r8e5t15,Swedish e-Science Research Center
10.15087702/q7v4z65,"IOM, CNR"
10.74106099/o4b8h61,"National Institute of Technology (KOSEN), Gifu College"
10.72389537/u2i7i73,Institute of Radioengineering and Electronics
10.89137346/y5m4j67,Institute Neel
10.34768270/f2t6r72,Laboratoire des 2 Infinis-Toulouse
10.21464116/u5b0t19,Physics Center of Minho and Porto Universities
10.95387972/q2i7t18,Universidad de Antioquia
10.69424345/v7t7p37,Thapar Institute of Engineering & Technology
10.46152422/b2k8p37,Gautam Buddha University
10.26573871/m8u3z88,State University of New York at Stony Brook
10.15987583/u9m1y07,Polish Academy of Sciences
10.89155136/e2j6b60,Lake Forest College
10.77444415/u3b8b58,"Instituto di Estructura de la Materia, CSIC"
10.53031487/c7x0z63,Amity Institute of Nuclear Science & Technology
10.61874350/h4a5g92,Heinz Maier-Leibnitz Zentrum
10.33573290/i4i8g30,Institute of Spectroscopy of the Russian Academy of Sciences
10.58160148/k9w5h47,Moscow Pedagogical State University
10.53896405/n0n8s04,Istituto dei Sistemi Complessi (ISC-CNR)
10.58326359/q0a0g04,Deutsches Elektronen Synchrotron DESY
10.65848966/o7q6n61,Xi'an University
10.41302932/y7o2a56,Tunghai University
10.73342444/c0q2l50,Wuxi Institute of Technology
10.5367737/h1t0z20,Yancheng Institute of Technology
10.65488712/m5f5k51,Harvard University and Smithsonian Institution
10.51946824/k5g2u06,IISER-Pune
10.76955192/g7t2u94,University of Prince Edward Island
10.76383976/f9p1f64,University of Nottingham Ningbo China
10.70890004/l9m6b19,INSA Rouen Normandie
10.93962539/w3b3k03,Indian Institute of Science Education and Research (IISER) Kolkata
10.65140983/e8s6e59,F.D. Ovcharenko Institute of Biocolloidal Chemistry
10.90699298/k0d7g80,Ternopil Ivan Puluj National Technical University
10.50326705/j6f5q58,Centro Brasileiro de Pesquisas Fisicas
10.32311574/l1x7f92,Johann Radon Institute for Computational and Applied Mathematics
10.15864752/d3r2x40,UNESP—Universidade Estadual Paulista
10.19950987/a0d2k43,Osaka Prefecture University
10.11868375/u9r6k13,Pohang University of Science and Technology (POSTECH)
10.79980674/h9s4u27,John Hopkins University
10.17148852/h6n4t24,Christian Doppler Laboratory
10.12804133/k3a0s23,BCAM - Basque Center for Applied Mathematics
10.70194193/h2u7g49,Institute for Quantum Optics and Quantum Information (IQOQI) Vienna
10.32577288/g9c8r83,Universidad de Valencia-CSIC
10.63621634/k4q0c68,University of Aden
10.73620537/n4a4j66,University of Bahrain
10.32613729/c7g3k11,"Nordita, Stockholm University and KTH Royal Institute of Technology"
10.32416188/t7t4g89,I. N. F. N. Sezione di Perugia
10.31113267/j7m3t63,Copenhagen University
10.22885368/x0k4p11,"Nordita, Stockholm University"
10.6835546/l0i4b15,Steklov Mathematial Institute of Russian Academy of Sciences
10.30842410/t2w1d77,University of Science and Technology MISIS
10.25278308/l7b9p09,Cleveland Clinic Lerner College of Medicine
10.94783695/p9i9e82,University of California San Diego Medical Center
10.15920429/i6g0u43,NYU Langone Health
10.2305681/v0g2n45,Yale New Haven Hospital
10.70469954/z0e9w36,"Commissariat à l'Energie Atomique, DAM, DIF"
10.16304666/h0z3c81,Commissariat à l'Energie Atomique
10.25490767/p3d3s53,Aachen University
10.27725907/u0x6x13,Crouse Hospital
10.90853967/o9v8y15,HRL Laboratories
10.98352518/x5y7z36,Citadel
10.68559987/x5o0l81,Jadavpur University
10.59141517/w2t8e68,Гродненский государственный университет имени Янки Купалы
10.50631554/q7m7q74,Пермский государственный гуманитарно-педагогический университет
10.27292897/t2i4d72,"Федеральное государственное бюджетное учреждение науки ""Национальный научный центр морской биологии им. А.В. Жирмунского"" Дальневосточного отделения Российской академии наук"
10.44408181/r9n2g24,"Department of Medicine Huddinge, Karolinska Institutet"
10.21008985/j8k9q58,Институт физики прочности и материаловедения СО РАН
10.78431626/c0e9n51,Cold Regions Research and Engineering Laboratory
10.21328168/p7r4t54,"School of Medicine, Nankai University, Tianjin, China."
10.4695691/h3t6d74,"Department of Nephrology, The First Medical Centre, Chinese PLA General Hospital, Chinese PLA Institute of Nephrology, State Key Laboratory of Kidney Diseases, National Clinical Research Center of Kidney Disease, Beijing, China."
10.7514179/u6e3j65,"National Engineering Laboratory for Medical Big Data Application Technology, Chinese PLA General Hospital, Beijing, China."
10.12991736/d3q9r43,"Medical Big Data Research Center, Medical Innovation Research Division of Chinese PLA General Hospital, Beijing, China."
10.93579326/j8a6f80,National Oceanic and Atmospheric Administration
10.16134245/y3n9o04,University of Louisville Physicians
10.63912208/a5r3f85,Northern Kentucky University
10.25214171/l8b7l91,Shivaji University
10.98156091/r6d9r98,"Sorbonne Université, CNRS, INSERM, Neurosciences Paris Seine - Institut de Biologie Paris Seine (NPS-IBPS)"
10.31878489/y4q0v95,"Sorbonne Université, INSERM, Nutrition and Obesities: Systemic Approaches, NutriOmics, research unit"
10.13719378/x1r1v82,Children's Minnesota
10.19815599/k9j8p29,Woolf Institute
10.13074493/a9l7r82,"Laboratory of Integrative Biology, Institute of Molecular Genetics of the Czech Academy of Sciences"
10.5604327/a8d9j12,"Institute of Molecular Cancer Research, University of Zurich"
10.46020512/c8p4a53,"Division of Chronic Inflammation and Cancer, German Cancer Research Center, Im Neuenheimer Feld"
10.47422260/h6v7l88,"Department of Analytical Chemistry, University of Vienna"
10.9395592/q3y5v82,"Institute of Inorganic Chemistry, University of Vienna"
10.21897926/v3k4d43,"Department of Surgery, University Hospital Mannheim, Medical Faculty Mannheim, University of Heidelberg"
10.37400205/g7c2j72,"Department of General and Visceral Surgery, Ulm University Hospital"
10.7064951/e3l0s62,"Department of Natural Sciences, Faculty of Biomedical Engineering, Czech Technical University in Prague"
10.24804824/z7s6o93,"Department of Radiodiagnostic and Interventional Radiology, Institute for Clinical and Experimental Medicine"
10.1560413/e9a3m77,"Department of Physics, University of Erlangen-Nuremberg"
10.41970643/a2u4l12,"Department of Cell Biology, Faculty of Science, Charles University, BIOCEV, Prumyslova"
10.64193859/v5n4q45,"Department of Clinical and Transplant Pathology, Institute for Clinical and Experimental Medicine"
10.30434515/i6t9p19,"Department of Pathology, Third Faculty of Medicine, Charles University"
10.19528014/v1e8i15,"Department of Biology, North Park University"
10.68329960/k8v3q21,"Department of Biochemistry and Cell Biology, Max F. Perutz Laboratories, University of Vienna"
10.83299866/j9y6s09,"University of São Paulo, São Paulo, Brazil"
10.43723238/m7g4c79,"New York University Shanghai, Shanghai, P. R. China"
10.27698662/c5r5b60,"Xi’An Jiaotong Liverpool University, Suzhou, P. R. China"
10.20033259/s4z1g86,"University of California, Riverside, USA"
10.66087882/i3a1d00,UC San Diego
10.42711873/k6g6k57,"Indian Institute of Science Education and Research, Berhampur"
10.74204146/z8p9j67,Universität Paderborn
10.61418574/z2i9d87,Konan University
10.20638383/a3a1g29,Università degli Studi di Salerno
10.14006288/n1v0c56,INFN—Gruppo Collegato di Salerno
